id,raw_text,clean_text,detected_slang_terms,formal_translation,sentiment,confidence_label,source,platform,unknown_terms,quality_flags
200,this playlist slaps while studying on the bus,this playlist slaps while studying on the bus,slaps,This playlist is very good or enjoyable while studying on the bus.,positive,medium,twitter_x,twitter_x,studying,contains_unknown_terms
201,the campus wifi is sus today after class,the campus wifi is sus today after class,sus,The campus wifi is suspicious or questionable today after class.,negative,high,twitter_x,twitter_x,,clean
202,valid take but the example was confusing during revision,valid take but the example was confusing during revision,valid take,A reasonable opinion but the example was confusing during revision.,positive,medium,twitter_x,twitter_x,confusing,contains_unknown_terms
203,the poster design is clean no cap in the group chat,the poster design is clean no cap in the group chat,no cap|clean,"The poster design is neat, impressive, or well executed truthfully or without exaggeration in the group chat.",positive,high,twitter_x,twitter_x,,clean
204,my sleep schedule fell off this week before the deadline,my sleep schedule fell off this week before the deadline,fell off,"My sleep schedule declined in quality, popularity, or performance this week before the deadline.",negative,high,twitter_x,twitter_x,,clean
205,chat this run is cooked fr,chat this run is cooked fr,cooked|fr,"Chat this run is in serious trouble, defeated, or exhausted for real.",negative,high,twitch,twitch,,clean
206,w save by the support,w save by the support,w,A successful outcome save by the support.,positive,high,twitch,twitch,,clean
207,l timing on that jump,l timing on that jump,l,A poor outcome timing on that jump.,negative,medium,twitch,twitch,timing,contains_unknown_terms
208,let him cook he has a plan,let him cook he has a plan,let him cook,Allow someone to continue because they may produce a good result he has a plan.,positive,high,twitch,twitch,,clean
209,that combo was goated,that combo was goated,goated,That combo was considered among the greatest.,positive,high,twitch,twitch,,clean
210,the boss music slaps,the boss music slaps,slaps,The boss music is very good or enjoyable.,positive,high,twitch,twitch,,clean
211,npc pathing moment,npc pathing moment,npc,Someone perceived as unoriginal or passive pathing moment.,negative,medium,twitch,twitch,pathing,short_text|contains_unknown_terms
212,skill issue but respectfully,skill issue but respectfully,skill issue,Failure attributed jokingly to lack of skill but respectfully.,negative,high,twitch,twitch,,clean
213,clutch heal no cap,clutch heal no cap,no cap|clutch,Successful under pressure heal truthfully or without exaggeration.,positive,high,twitch,twitch,,clean
214,stop yapping and watch the play,stop yapping and watch the play,yapping,"Stop talking at length, often unnecessarily and watch the play.",negative,high,twitch,twitch,,clean
215,aura farming before the match,aura farming before the match,aura farming,Performing actions to appear impressive or confident before the match.,neutral,high,twitch,twitch,,clean
216,that dodge was clean,that dodge was clean,clean,"That dodge was neat, impressive, or well executed.",positive,high,twitch,twitch,,clean
217,bro is locked in rn,bro is locked in rn,locked in|bro|rn,He is focused and ready to perform right now.,positive,high,twitch,twitch,,clean
218,chat is tweaking over one miss,chat is tweaking over one miss,tweaking,"Chat is acting unusually, panicking, or overreacting over one miss.",negative,high,twitch,twitch,,clean
219,peak gameplay ngl,peak gameplay ngl,peak|ngl,Excellent or at the highest quality gameplay not going to lie.,positive,medium,twitch,twitch,,short_text
220,the patch buffed the healer,the patch buffed the healer,buffed,The patch strengthened or improved the healer.,positive,high,twitch,twitch,,clean
221,that map got nerfed hard,that map got nerfed hard,nerfed,That map got weakened or reduced in effectiveness hard.,negative,high,twitch,twitch,,clean
222,camping the corner is cringe,camping the corner is cringe,camping|cringe,Staying in one spot to gain an advantage the corner is embarrassing or uncomfortable to witness.,negative,high,twitch,twitch,,clean
223,speedrun strats are wild,speedrun strats are wild,speedrun|wild,"Complete something very quickly strats are surprising, intense, or unusual.",neutral,high,twitch,twitch,,clean
224,valid reset after that mistake,valid reset after that mistake,valid,"Reasonable, acceptable, or understandable reset after that mistake.",positive,high,twitch,twitch,,clean
225,this lobby is full of sweats,this lobby is full of sweats,,This lobby is full of sweats.,neutral,low,twitch,twitch,,missing_slang|low_translation_confidence
226,tryhard mode activated,tryhard mode activated,tryhard,Someone making excessive effort to win or impress mode activated.,negative,medium,twitch,twitch,activated,short_text|contains_unknown_terms
227,the carry was real,the carry was real,carry|real,The do most of the work for a group was relatable or truthful.,positive,high,twitch,twitch,,clean
228,that fanum tax joke sent chat,that fanum tax joke sent chat,fanum tax,That playfully taking part of someone's food or resources joke sent chat.,neutral,high,twitch,twitch,,clean
229,skibidi comments took over,skibidi comments took over,skibidi,Absurd meme-style expression with little literal meaning comments took over.,neutral,medium,twitch,twitch,took,contains_unknown_terms
230,the vibe check passed,the vibe check passed,vibe check,The informal assessment of mood or suitability passed.,neutral,medium,twitch,twitch,passed,contains_unknown_terms
231,pookie with the clutch revive,pookie with the clutch revive,pookie|clutch,Affectionate nickname for a friend or loved one with the successful under pressure revive.,positive,high,twitch,twitch,,clean
232,that was a canon event for the run,that was a canon event for the run,canon event,That was a an unavoidable formative experience for the run.,neutral,high,twitch,twitch,,clean
233,sus door on the left,sus door on the left,sus,Suspicious or questionable door on the left.,negative,medium,twitch,twitch,door,contains_unknown_terms
234,boss move saving the ult,boss move saving the ult,boss move,Confident or impressive action saving the ult.,positive,medium,twitch,twitch,saving,contains_unknown_terms
235,chat this run is cooked fr during practice,chat this run is cooked fr during practice,cooked|fr,"Chat this run is in serious trouble, defeated, or exhausted for real during practice.",negative,high,twitch,twitch,,clean
236,w save by the support on the bus,w save by the support on the bus,w,A successful outcome save by the support on the bus.,positive,high,twitch,twitch,,clean
237,l timing on that jump after class,l timing on that jump after class,l,A poor outcome timing on that jump after class.,negative,medium,twitch,twitch,timing,contains_unknown_terms
238,let him cook he has a plan during revision,let him cook he has a plan during revision,let him cook,Allow someone to continue because they may produce a good result he has a plan during revision.,positive,high,twitch,twitch,,clean
239,that combo was goated in the group chat,that combo was goated in the group chat,goated,That combo was considered among the greatest in the group chat.,positive,high,twitch,twitch,,clean
240,the boss music slaps before the deadline,the boss music slaps before the deadline,slaps,The boss music is very good or enjoyable before the deadline.,positive,high,twitch,twitch,,clean
241,npc pathing moment while testing,npc pathing moment while testing,npc,Someone perceived as unoriginal or passive pathing moment while testing.,negative,medium,twitch,twitch,pathing|testing,contains_unknown_terms
242,skill issue but respectfully after the patch,skill issue but respectfully after the patch,skill issue,Failure attributed jokingly to lack of skill but respectfully after the patch.,negative,high,twitch,twitch,,clean
243,clutch heal no cap during practice,clutch heal no cap during practice,no cap|clutch,Successful under pressure heal truthfully or without exaggeration during practice.,positive,high,twitch,twitch,,clean
244,stop yapping and watch the play on the bus,stop yapping and watch the play on the bus,yapping,"Stop talking at length, often unnecessarily and watch the play on the bus.",negative,high,twitch,twitch,,clean
245,aura farming before the match after class,aura farming before the match after class,aura farming,Performing actions to appear impressive or confident before the match after class.,neutral,high,twitch,twitch,,clean
246,that dodge was clean during revision,that dodge was clean during revision,clean,"That dodge was neat, impressive, or well executed during revision.",positive,high,twitch,twitch,,clean
247,bro is locked in rn in the group chat,bro is locked in rn in the group chat,locked in|bro|rn,He is focused and ready to perform right now in the group chat.,positive,high,twitch,twitch,,clean
248,chat is tweaking over one miss before the deadline,chat is tweaking over one miss before the deadline,tweaking,"Chat is acting unusually, panicking, or overreacting over one miss before the deadline.",negative,high,twitch,twitch,,clean
249,peak gameplay ngl while testing,peak gameplay ngl while testing,peak|ngl,Excellent or at the highest quality gameplay not going to lie while testing.,positive,medium,twitch,twitch,testing,contains_unknown_terms
250,the patch buffed the healer after the patch,the patch buffed the healer after the patch,buffed,The patch strengthened or improved the healer after the patch.,positive,high,twitch,twitch,,clean
251,that map got nerfed hard during practice,that map got nerfed hard during practice,nerfed,That map got weakened or reduced in effectiveness hard during practice.,negative,high,twitch,twitch,,clean
252,camping the corner is cringe on the bus,camping the corner is cringe on the bus,camping|cringe,Staying in one spot to gain an advantage the corner is embarrassing or uncomfortable to witness on the bus.,negative,high,twitch,twitch,,clean
253,speedrun strats are wild after class,speedrun strats are wild after class,speedrun|wild,"Complete something very quickly strats are surprising, intense, or unusual after class.",neutral,high,twitch,twitch,,clean
254,valid reset after that mistake during revision,valid reset after that mistake during revision,valid,"Reasonable, acceptable, or understandable reset after that mistake during revision.",positive,high,twitch,twitch,,clean
255,this lobby is full of sweats in the group chat,this lobby is full of sweats in the group chat,,This lobby is full of sweats in the group chat.,neutral,low,twitch,twitch,,missing_slang|low_translation_confidence
256,tryhard mode activated before the deadline,tryhard mode activated before the deadline,tryhard,Someone making excessive effort to win or impress mode activated before the deadline.,negative,medium,twitch,twitch,activated,contains_unknown_terms
257,the carry was real while testing,the carry was real while testing,carry|real,The do most of the work for a group was relatable or truthful while testing.,positive,medium,twitch,twitch,testing,contains_unknown_terms
258,that fanum tax joke sent chat after the patch,that fanum tax joke sent chat after the patch,fanum tax,That playfully taking part of someone's food or resources joke sent chat after the patch.,neutral,high,twitch,twitch,,clean
259,skibidi comments took over during practice,skibidi comments took over during practice,skibidi,Absurd meme-style expression with little literal meaning comments took over during practice.,neutral,medium,twitch,twitch,took,contains_unknown_terms
260,the vibe check passed on the bus,the vibe check passed on the bus,vibe check,The informal assessment of mood or suitability passed on the bus.,neutral,medium,twitch,twitch,passed,contains_unknown_terms
261,pookie with the clutch revive after class,pookie with the clutch revive after class,pookie|clutch,Affectionate nickname for a friend or loved one with the successful under pressure revive after class.,positive,high,twitch,twitch,,clean
262,that was a canon event for the run during revision,that was a canon event for the run during revision,canon event,That was a an unavoidable formative experience for the run during revision.,neutral,high,twitch,twitch,,clean
263,sus door on the left in the group chat,sus door on the left in the group chat,sus,Suspicious or questionable door on the left in the group chat.,negative,medium,twitch,twitch,door,contains_unknown_terms
264,boss move saving the ult before the deadline,boss move saving the ult before the deadline,boss move,Confident or impressive action saving the ult before the deadline.,positive,medium,twitch,twitch,saving,contains_unknown_terms
265,chat this run is cooked fr while testing,chat this run is cooked fr while testing,cooked|fr,"Chat this run is in serious trouble, defeated, or exhausted for real while testing.",negative,medium,twitch,twitch,testing,contains_unknown_terms
266,w save by the support after the patch,w save by the support after the patch,w,A successful outcome save by the support after the patch.,positive,high,twitch,twitch,,clean
267,l timing on that jump during practice,l timing on that jump during practice,l,A poor outcome timing on that jump during practice.,negative,medium,twitch,twitch,timing,contains_unknown_terms
268,let him cook he has a plan on the bus,let him cook he has a plan on the bus,let him cook,Allow someone to continue because they may produce a good result he has a plan on the bus.,positive,high,twitch,twitch,,clean
269,that combo was goated after class,that combo was goated after class,goated,That combo was considered among the greatest after class.,positive,high,twitch,twitch,,clean
270,the boss music slaps during revision,the boss music slaps during revision,slaps,The boss music is very good or enjoyable during revision.,positive,high,twitch,twitch,,clean
271,npc pathing moment in the group chat,npc pathing moment in the group chat,npc,Someone perceived as unoriginal or passive pathing moment in the group chat.,negative,medium,twitch,twitch,pathing,contains_unknown_terms
272,skill issue but respectfully before the deadline,skill issue but respectfully before the deadline,skill issue,Failure attributed jokingly to lack of skill but respectfully before the deadline.,negative,high,twitch,twitch,,clean
273,clutch heal no cap while testing,clutch heal no cap while testing,no cap|clutch,Successful under pressure heal truthfully or without exaggeration while testing.,positive,medium,twitch,twitch,testing,contains_unknown_terms
274,stop yapping and watch the play after the patch,stop yapping and watch the play after the patch,yapping,"Stop talking at length, often unnecessarily and watch the play after the patch.",negative,high,twitch,twitch,,clean
275,aura farming before the match during practice,aura farming before the match during practice,aura farming,Performing actions to appear impressive or confident before the match during practice.,neutral,high,twitch,twitch,,clean
276,that dodge was clean on the bus,that dodge was clean on the bus,clean,"That dodge was neat, impressive, or well executed on the bus.",positive,high,twitch,twitch,,clean
277,bro is locked in rn after class,bro is locked in rn after class,locked in|bro|rn,He is focused and ready to perform right now after class.,positive,high,twitch,twitch,,clean
278,chat is tweaking over one miss during revision,chat is tweaking over one miss during revision,tweaking,"Chat is acting unusually, panicking, or overreacting over one miss during revision.",negative,high,twitch,twitch,,clean
279,peak gameplay ngl in the group chat,peak gameplay ngl in the group chat,peak|ngl,Excellent or at the highest quality gameplay not going to lie in the group chat.,positive,high,twitch,twitch,,clean
280,the patch buffed the healer before the deadline,the patch buffed the healer before the deadline,buffed,The patch strengthened or improved the healer before the deadline.,positive,high,twitch,twitch,,clean
281,that map got nerfed hard while testing,that map got nerfed hard while testing,nerfed,That map got weakened or reduced in effectiveness hard while testing.,negative,medium,twitch,twitch,testing,contains_unknown_terms
282,camping the corner is cringe after the patch,camping the corner is cringe after the patch,camping|cringe,Staying in one spot to gain an advantage the corner is embarrassing or uncomfortable to witness after the patch.,negative,high,twitch,twitch,,clean
283,speedrun strats are wild during practice,speedrun strats are wild during practice,speedrun|wild,"Complete something very quickly strats are surprising, intense, or unusual during practice.",neutral,high,twitch,twitch,,clean
284,valid reset after that mistake on the bus,valid reset after that mistake on the bus,valid,"Reasonable, acceptable, or understandable reset after that mistake on the bus.",positive,high,twitch,twitch,,clean
285,this lobby is full of sweats after class,this lobby is full of sweats after class,,This lobby is full of sweats after class.,neutral,low,twitch,twitch,,missing_slang|low_translation_confidence
286,tryhard mode activated during revision,tryhard mode activated during revision,tryhard,Someone making excessive effort to win or impress mode activated during revision.,negative,medium,twitch,twitch,activated,contains_unknown_terms
287,the carry was real in the group chat,the carry was real in the group chat,carry|real,The do most of the work for a group was relatable or truthful in the group chat.,positive,high,twitch,twitch,,clean
288,that fanum tax joke sent chat before the deadline,that fanum tax joke sent chat before the deadline,fanum tax,That playfully taking part of someone's food or resources joke sent chat before the deadline.,neutral,high,twitch,twitch,,clean
289,skibidi comments took over while testing,skibidi comments took over while testing,skibidi,Absurd meme-style expression with little literal meaning comments took over while testing.,neutral,medium,twitch,twitch,testing|took,contains_unknown_terms
290,the vibe check passed after the patch,the vibe check passed after the patch,vibe check,The informal assessment of mood or suitability passed after the patch.,neutral,medium,twitch,twitch,passed,contains_unknown_terms
291,pookie with the clutch revive during practice,pookie with the clutch revive during practice,pookie|clutch,Affectionate nickname for a friend or loved one with the successful under pressure revive during practice.,positive,high,twitch,twitch,,clean
292,that was a canon event for the run on the bus,that was a canon event for the run on the bus,canon event,That was a an unavoidable formative experience for the run on the bus.,neutral,high,twitch,twitch,,clean
293,sus door on the left after class,sus door on the left after class,sus,Suspicious or questionable door on the left after class.,negative,medium,twitch,twitch,door,contains_unknown_terms
294,boss move saving the ult during revision,boss move saving the ult during revision,boss move,Confident or impressive action saving the ult during revision.,positive,medium,twitch,twitch,saving,contains_unknown_terms
295,chat this run is cooked fr in the group chat,chat this run is cooked fr in the group chat,cooked|fr,"Chat this run is in serious trouble, defeated, or exhausted for real in the group chat.",negative,high,twitch,twitch,,clean
296,w save by the support before the deadline,w save by the support before the deadline,w,A successful outcome save by the support before the deadline.,positive,high,twitch,twitch,,clean
297,l timing on that jump while testing,l timing on that jump while testing,l,A poor outcome timing on that jump while testing.,negative,medium,twitch,twitch,testing|timing,contains_unknown_terms
298,let him cook he has a plan after the patch,let him cook he has a plan after the patch,let him cook,Allow someone to continue because they may produce a good result he has a plan after the patch.,positive,high,twitch,twitch,,clean
299,that combo was goated during practice,that combo was goated during practice,goated,That combo was considered among the greatest during practice.,positive,high,twitch,twitch,,clean
300,the boss music slaps on the bus,the boss music slaps on the bus,slaps,The boss music is very good or enjoyable on the bus.,positive,high,twitch,twitch,,clean
301,npc pathing moment after class,npc pathing moment after class,npc,Someone perceived as unoriginal or passive pathing moment after class.,negative,medium,twitch,twitch,pathing,contains_unknown_terms
302,skill issue but respectfully during revision,skill issue but respectfully during revision,skill issue,Failure attributed jokingly to lack of skill but respectfully during revision.,negative,high,twitch,twitch,,clean
303,clutch heal no cap in the group chat,clutch heal no cap in the group chat,no cap|clutch,Successful under pressure heal truthfully or without exaggeration in the group chat.,positive,high,twitch,twitch,,clean
304,stop yapping and watch the play before the deadline,stop yapping and watch the play before the deadline,yapping,"Stop talking at length, often unnecessarily and watch the play before the deadline.",negative,high,twitch,twitch,,clean
